bandwidth,latency,packet_loss,devices,load,congestion
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.032,2,2,113.99635211673225,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.002,2,2,113.99977200045599,0
114,0.005,2,2,113.99943000284998,0
114,0.004,2,2,113.999544001824,0
114,0.003,2,2,113.999658001026,0
1670,306.039,4,16,1073.4748349781285,1
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.006,2,2,113.99931600410397,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
668117,3053.753,408,572,1067.1592472457003,1
114,0.003,2,2,113.999658001026,0
114,0.004,2,2,113.999544001824,0
114,0.004,2,2,113.999544001824,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.004,2,2,113.999544001824,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.006,2,2,113.99931600410397,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.005,2,2,113.99943000284998,0
114,0.006,2,2,113.99931600410397,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
18178,1867.144,10,50,5793.918966051235,1
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.007,2,2,113.99920200558596,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.003,2,2,113.999658001026,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.006,2,2,113.99931600410397,0
114,0.006,2,2,113.99931600410397,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.001,2,2,113.999886000114,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.001,2,2,113.999886000114,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.001,2,2,113.999886000114,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.002,2,2,113.99977200045599,0
114,0.001,2,2,113.999886000114,0
114,0.007,2,2,113.99920200558596,0
114,0.002,2,2,113.99977200045599,0
114,0.001,2,2,113.999886000114,0
114,0.007,2,2,113.99920200558596,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.007,2,2,113.99920200558596,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.007,2,2,113.99920200558596,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.007,2,2,113.99920200558596,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.004,2,2,113.999544001824,0
114,0.034999999999999996,2,2,113.99601013964511,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.002,2,2,113.99977200045599,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.004,2,2,113.999544001824,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.004,2,2,113.999544001824,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.001,2,2,113.999886000114,0
114,0.008,2,2,113.99908800729594,0
114,0.001,2,2,113.999886000114,0
114,0.008,2,2,113.99908800729594,0
114,0.001,2,2,113.999886000114,0
114,0.008,2,2,113.99908800729594,0
114,0.001,2,2,113.999886000114,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
3660,705.9929999999999,2,18,819.4640892430392,1
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.007,2,2,113.99920200558596,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.002,2,2,113.99977200045599,0
114,0.003,2,2,113.999658001026,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.002,2,2,113.99977200045599,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.005,2,2,113.99943000284998,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.007,2,2,113.99920200558596,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.007,2,2,113.99920200558596,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.005,2,2,113.99943000284998,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.008,2,2,113.99908800729594,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.008,2,2,113.99908800729594,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.001,2,2,113.999886000114,0
114,0.003,2,2,113.999658001026,0
114,0.001,2,2,113.999886000114,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.005,2,2,113.99943000284998,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.006,2,2,113.99931600410397,0
114,0.009000000000000001,2,2,113.99897400923392,0
114,0.003,2,2,113.999658001026,0
